applicant_id,monitoring_month,jurisdiction,protected_group,age,annual_income,employment_years,debt_to_income,credit_history_years,missed_payments_12m,prior_default,loan_amount,product_type,actual_repaid,true_repayment_probability,predicted_repayment_probability,approved
A00-01452,0,EU,Minority,41,80045.38,4.82,0.419,11.23,3,0,23163.46,home_improvement,0,0.4751,0.5354093318719659,0
A00-01453,0,EU,Minority,36,43235.76,8.12,0.359,7.19,1,0,12476.65,personal,0,0.3815,0.3280553392354353,0
A00-01454,0,US,Majority,21,67198.74,10.23,0.353,12.29,0,0,16891.25,auto,1,0.7759,0.7262840832330638,1
A00-01455,0,EU,Majority,21,53107.8,6.52,0.399,15.08,1,0,30631.07,auto,1,0.6133,0.6414078555734741,1
A00-01456,0,EU,Majority,21,64436.27,4.59,0.342,10.58,2,0,33023.32,home_improvement,0,0.4664,0.5435304132107102,0
A00-01457,0,EU,Majority,43,103268.56,3.42,0.142,9.93,1,1,24494.84,auto,1,0.6587,0.6636189642211654,1
A00-01458,0,US,Minority,24,59449.18,8.58,0.157,19.9,3,0,39024.37,personal,1,0.6648,0.7978264690548849,1
A00-01459,0,US,Majority,53,108595.73,2.22,0.511,9.33,0,0,16317.38,personal,1,0.7888,0.7081840472781934,1
A00-01460,0,US,Minority,39,54169.56,4.67,0.059,2.74,0,0,24816.83,auto,1,0.59,0.5430872641545643,0
A00-01461,0,US,Majority,36,96843.53,4.17,0.353,7.38,2,0,29581.24,personal,1,0.5732,0.5547892896644718,1
A00-01462,0,EU,Majority,30,37611.84,2.12,0.302,14.71,2,0,39586.21,home_improvement,0,0.3941,0.5589638760196866,1
A00-01463,0,US,Majority,46,63056.33,5.31,0.349,3.32,0,0,24558.76,home_improvement,0,0.4796,0.46022684631804983,0
A00-01464,0,US,Majority,30,58313.91,4.98,0.193,5.49,1,0,11081.34,personal,1,0.5139,0.4338848744578733,0
A00-01465,0,US,Majority,28,97716.41,2.95,0.372,12.93,4,0,39279.38,personal,1,0.4919,0.5763894552449401,1
A00-01466,0,US,Majority,52,72019.73,11.61,0.355,7.41,1,0,40949.65,home_improvement,0,0.5336,0.6287196633649884,1
A00-01467,0,US,Majority,43,28826.42,8.62,0.661,8.06,1,0,22579.58,personal,0,0.1753,0.16183602326522503,0
A00-01468,0,US,Minority,36,36607.54,5.74,0.391,11.39,1,0,16313.58,personal,1,0.4072,0.39407813238720235,0
A00-01469,0,US,Majority,46,49259.42,9.39,0.492,5.63,0,0,30984.66,personal,0,0.3572,0.33654490900354245,0
A00-01470,0,EU,Minority,39,79246.96,10.69,0.195,1.23,1,0,46450.12,personal,1,0.4682,0.4955323897266837,0
A00-01471,0,US,Majority,43,83795.14,11.91,0.452,2.94,1,0,38436.37,personal,0,0.4269,0.4087058596493079,0
A00-01472,0,US,Majority,30,62792.41,3.55,0.357,10.83,4,0,9642.4,auto,0,0.3522,0.3306806349432523,0
A00-01473,0,US,Majority,62,58078.31,9.39,0.362,9.54,0,0,30119.41,auto,1,0.6301,0.6435927904115321,1
A00-01474,0,US,Majority,33,82111.38,5.0,0.364,5.73,3,0,31268.9,personal,0,0.3393,0.34300551088163256,0
A00-01475,0,US,Majority,56,47039.06,6.38,0.535,3.86,0,0,15291.64,auto,0,0.3464,0.2591384017237742,0
A00-01476,0,US,Majority,37,77195.71,3.67,0.361,7.42,0,0,38827.28,personal,1,0.6037,0.6000800770159119,1
A00-01477,0,US,Minority,48,68577.84,5.58,0.281,11.57,3,0,31660.06,auto,1,0.4922,0.5653867228532837,1
A00-01478,0,US,Majority,47,63282.8,9.47,0.256,5.16,2,0,36801.04,personal,0,0.3624,0.40962663421109324,0
A00-01479,0,EU,Majority,52,76055.88,13.65,0.428,5.85,1,0,19729.13,home_improvement,1,0.546,0.5394955771134311,0
A00-01480,0,US,Majority,30,70439.79,5.24,0.384,3.74,2,0,27190.01,home_improvement,1,0.3288,0.33359160322389836,0
A00-01481,0,US,Majority,51,77950.97,3.01,0.146,7.03,0,0,17739.86,auto,1,0.7826,0.7355643572064873,1
A00-01482,0,EU,Majority,59,43152.06,14.8,0.392,9.85,2,1,28590.3,auto,0,0.158,0.2138969040643251,0
A00-01483,0,US,Majority,36,80175.54,3.46,0.2,16.96,2,0,36264.75,auto,1,0.7867,0.8439468394953641,1
A00-01484,0,US,Majority,39,88005.43,1.6,0.383,9.37,2,0,13384.36,personal,1,0.5832,0.5189408908782193,0
A00-01485,0,US,Majority,33,74598.08,3.87,0.233,8.29,3,1,15997.25,auto,1,0.2453,0.24785422398514353,0
A00-01486,0,US,Minority,35,72923.1,0.9,0.341,10.55,2,0,32925.59,home_improvement,1,0.503,0.5823109935732266,1
A00-01487,0,US,Majority,58,66411.53,10.39,0.265,11.28,2,0,26073.53,home_improvement,1,0.5884,0.6846861221621032,1
A00-01488,0,EU,Minority,28,78435.32,1.35,0.557,4.79,1,0,39522.28,auto,1,0.373,0.3326953628956522,0
A00-01489,0,EU,Majority,29,69739.7,3.3,0.378,17.71,1,0,18018.72,auto,0,0.7841,0.7784590673509972,1
A00-01490,0,EU,Majority,57,46689.12,2.49,0.481,8.4,0,0,25470.07,personal,1,0.3972,0.380683796149893,0
A00-01491,0,US,Minority,46,77084.11,6.02,0.722,8.05,3,0,28989.79,personal,0,0.2117,0.20644682067790812,0
A00-01492,0,US,Majority,62,37451.22,13.65,0.336,10.71,0,0,27439.63,auto,1,0.5729,0.6084528083273888,1
A00-01493,0,US,Minority,34,66872.82,7.43,0.555,8.48,0,0,10170.03,home_improvement,0,0.5737,0.4986930952226861,0
A00-01494,0,US,Majority,40,61199.77,2.19,0.246,14.6,1,0,52255.59,home_improvement,1,0.6318,0.7881427873932395,1
A00-01495,0,US,Majority,32,59985.61,17.75,0.481,6.14,2,0,25336.0,home_improvement,1,0.3361,0.36208781255957506,0
A00-01496,0,US,Minority,41,64767.79,6.91,0.278,10.23,2,0,16672.79,personal,0,0.5318,0.5249774494679254,0
A00-01497,0,US,Majority,21,55023.52,9.79,0.328,9.16,1,0,30148.49,auto,0,0.5297,0.5252972671558551,0
A00-01498,0,US,Majority,47,78231.91,1.85,0.394,12.43,2,0,32719.07,auto,1,0.5863,0.6243284458930562,1
A00-01499,0,US,Majority,43,69579.14,16.06,0.413,7.64,1,0,36558.1,auto,0,0.5499,0.567602803716391,1
A00-01500,0,EU,Majority,38,56771.41,4.39,0.177,7.1,1,0,32230.7,personal,1,0.4939,0.5199740131931256,0
A00-01501,0,US,Minority,35,86925.41,1.73,0.271,10.03,0,0,24804.79,auto,1,0.8092,0.7738297653222529,1
A00-01502,0,EU,Majority,29,72390.87,6.47,0.403,9.93,0,0,11156.27,personal,0,0.6951,0.6030027953654284,1
A00-01503,0,US,Majority,47,80485.22,9.78,0.286,5.22,2,0,28861.59,auto,0,0.5239,0.5145377209497971,0
A00-01504,0,US,Minority,26,88415.19,8.1,0.207,12.48,2,0,13386.75,home_improvement,1,0.7821,0.7923591179781754,1
A00-01505,0,US,Majority,45,95103.39,8.02,0.321,11.43,0,0,39963.35,auto,1,0.8389,0.8500910342587243,1
A00-01506,0,US,Minority,62,72515.92,7.68,0.361,6.8,1,0,20243.09,personal,0,0.5347,0.5050882955718458,0
A00-01507,0,US,Majority,55,62749.49,6.12,0.351,6.63,2,0,34511.88,personal,1,0.3362,0.3786054647833806,0
A00-01508,0,US,Majority,22,41335.63,1.84,0.394,9.96,1,0,20352.26,auto,1,0.4128,0.3742116956122724,0
A00-01509,0,EU,Minority,33,65427.12,4.95,0.431,9.74,2,0,21714.15,auto,1,0.4588,0.4314473190606473,0
A00-01510,0,US,Majority,44,89297.1,4.52,0.238,2.12,1,0,19798.98,personal,0,0.575,0.48802548672175317,0
A00-01511,0,US,Majority,38,75231.98,11.94,0.281,10.0,4,0,33477.28,auto,0,0.4269,0.5054322377296421,0
A00-01512,0,EU,Majority,24,18000.0,10.4,0.441,11.11,2,0,18495.73,home_improvement,0,0.2255,0.2713994955557242,0
A00-01513,0,US,Minority,43,78031.18,4.14,0.31,0.5,3,0,31264.33,personal,0,0.2285,0.21830473813985812,0
A00-01514,0,EU,Minority,39,79198.48,8.9,0.328,7.88,0,0,22067.49,auto,0,0.7437,0.688232748571399,1
A00-01515,0,US,Majority,60,62776.78,5.4,0.149,11.28,1,0,25256.03,home_improvement,1,0.6922,0.7670100121219171,1
A00-01516,0,US,Majority,36,87278.87,1.61,0.327,10.82,0,0,26430.77,auto,1,0.801,0.7690041372006919,1
A00-01517,0,US,Minority,52,73431.34,0.84,0.416,10.31,1,0,26387.97,home_improvement,1,0.5699,0.6106608495605973,1
A00-01518,0,US,Majority,25,55475.37,8.28,0.093,7.19,2,0,16350.26,auto,0,0.5483,0.5214364937380196,0
A00-01519,0,EU,Majority,28,92654.72,2.71,0.202,4.34,0,0,32344.08,auto,0,0.7483,0.6936297025376108,1
A00-01520,0,US,Majority,47,44417.94,2.71,0.159,1.3,0,0,21779.05,personal,1,0.3887,0.33698592664403465,0
A00-01521,0,US,Majority,51,67412.35,3.52,0.425,12.87,1,0,32767.38,personal,1,0.5692,0.6131614396804587,1
A00-01522,0,US,Minority,28,58516.96,8.39,0.146,9.91,2,0,26599.62,personal,1,0.5374,0.5748536518401967,1
A00-01523,0,EU,Minority,39,45816.68,10.48,0.366,11.77,1,0,29299.49,auto,0,0.5231,0.5562260162711962,1
A00-01524,0,EU,Minority,24,67272.08,10.35,0.461,4.2,0,0,26175.85,personal,1,0.4679,0.3845709592126143,0
A00-01525,0,EU,Majority,37,93397.01,1.46,0.353,11.72,1,0,22318.8,personal,1,0.7444,0.7166887627622702,1
A00-01526,0,EU,Majority,48,92207.1,3.42,0.277,2.49,0,0,27942.0,home_improvement,1,0.6629,0.6364497931476486,1
A00-01527,0,EU,Majority,34,82249.62,3.05,0.372,5.02,1,0,25624.53,personal,0,0.5072,0.4436618794261749,0
A00-01528,0,US,Majority,36,36277.47,8.39,0.454,9.0,3,0,38133.93,personal,0,0.1512,0.20405155077574272,0
A00-01529,0,EU,Majority,27,43116.91,3.46,0.317,11.15,1,0,25731.05,auto,0,0.4912,0.494321635209637,0
A00-01530,0,US,Majority,32,71657.21,5.16,0.061,15.22,1,1,12997.07,personal,1,0.6348,0.6659284701368368,1
A00-01531,0,US,Majority,58,67849.53,8.84,0.468,7.54,0,0,23525.3,auto,0,0.599,0.5494395981559914,0
A00-01532,0,EU,Majority,40,59036.48,5.8,0.378,5.04,2,0,15241.02,personal,1,0.3104,0.26345499717848964,0
A00-01533,0,US,Minority,28,97701.14,6.89,0.371,3.43,0,0,36204.06,auto,1,0.6868,0.6170163239954952,1
A00-01534,0,US,Majority,36,70511.34,5.04,0.092,5.75,1,0,35338.15,auto,1,0.6321,0.6456645745483561,1
A00-01535,0,US,Majority,21,78805.84,9.86,0.294,17.38,4,0,28796.95,auto,1,0.6348,0.7130131342097492,1
A00-01536,0,US,Minority,28,80269.98,10.43,0.27,10.13,1,0,30521.77,personal,0,0.6976,0.7031711987716851,1
A00-01537,0,EU,Minority,54,62544.21,7.67,0.229,11.55,0,1,22303.15,auto,1,0.5154,0.5458098637107216,0
A00-01538,0,US,Minority,37,110730.18,10.45,0.359,6.14,1,0,34002.09,personal,1,0.7256,0.6970758026191759,1
A00-01539,0,EU,Majority,60,50632.93,21.07,0.266,8.49,0,0,31738.56,auto,1,0.6599,0.69464664170668,1
A00-01540,0,US,Minority,38,49984.64,8.75,0.319,9.9,3,0,32555.51,personal,0,0.2888,0.35878085990335234,0
A00-01541,0,EU,Majority,39,50586.31,5.52,0.419,6.48,1,0,25469.81,personal,0,0.3325,0.31155382487575073,0
A00-01542,0,US,Majority,46,98190.51,6.99,0.361,7.33,0,0,18250.16,personal,0,0.7774,0.7074047734901145,1
A00-01543,0,EU,Majority,21,83739.63,11.07,0.271,5.8,2,0,36531.0,personal,1,0.5093,0.518220066595849,0
A00-01544,0,US,Majority,41,58161.11,4.36,0.255,6.71,0,0,37518.57,personal,1,0.5291,0.5477986626505017,0
A00-01545,0,US,Majority,38,52086.35,4.13,0.275,8.7,1,0,34131.88,personal,0,0.4439,0.48209198042838425,0
A00-01546,0,US,Majority,55,94812.92,6.92,0.3,5.21,0,0,44413.91,home_improvement,1,0.704,0.7530351013267963,1
A00-01547,0,US,Minority,50,68372.07,5.45,0.445,8.24,0,0,27154.68,auto,1,0.6064,0.5667813730207278,1
A00-01548,0,US,Majority,27,95297.94,3.03,0.205,9.64,1,0,20883.46,auto,1,0.8115,0.771957718831234,1
A00-01549,0,EU,Majority,53,67357.16,6.29,0.505,7.78,2,0,19230.47,personal,0,0.3512,0.3251587745682068,0
A00-01550,0,EU,Majority,36,78219.17,12.38,0.4,5.19,1,0,41500.72,personal,1,0.4724,0.48561773946170217,0
A00-01551,0,EU,Majority,29,74204.33,7.52,0.02,8.92,0,0,8331.98,home_improvement,1,0.8532,0.8354849748631732,1
A00-01552,0,US,Majority,41,56641.88,2.61,0.34,6.48,1,0,36344.34,personal,0,0.3682,0.3886829653064164,0
A00-01553,0,US,Majority,37,65761.26,8.24,0.455,8.69,1,0,20463.54,home_improvement,0,0.5095,0.5111251465144743,0
A00-01554,0,EU,Majority,56,45998.24,4.78,0.377,12.89,1,0,43234.02,auto,1,0.4805,0.586747815691406,1
A00-01555,0,EU,Minority,43,70888.03,17.19,0.326,2.09,2,1,28943.57,personal,0,0.1475,0.1571317231568347,0
A00-01556,0,US,Minority,41,75963.73,7.86,0.368,15.79,1,0,32179.84,auto,1,0.7702,0.8016800644744784,1
A00-01557,0,EU,Majority,49,87313.06,3.85,0.351,8.21,1,0,49689.15,auto,0,0.6159,0.6702014688004058,1
A00-01558,0,US,Majority,51,81164.35,8.61,0.422,10.15,2,0,23365.54,home_improvement,1,0.5648,0.6111297389879687,1
A00-01559,0,EU,Minority,48,59064.01,6.56,0.205,4.09,3,0,21934.47,auto,1,0.3172,0.3162461888759479,0
A00-01560,0,EU,Minority,55,90987.44,11.71,0.302,11.67,1,0,17314.17,personal,1,0.7981,0.7858092853913474,1
A00-01561,0,EU,Majority,46,85453.86,4.12,0.527,8.0,1,0,16622.13,auto,1,0.5929,0.49956652592666145,0
A00-01562,0,US,Minority,41,87882.38,7.85,0.379,5.52,3,0,21692.01,personal,0,0.3991,0.36963026921900877,0
A00-01563,0,EU,Minority,53,89074.45,1.84,0.558,4.8,0,0,20676.5,personal,0,0.5431,0.4323281909776978,0
A00-01564,0,US,Minority,38,59113.61,6.12,0.733,6.03,3,1,14079.59,auto,0,0.0561,0.0458420215667056,0
A00-01565,0,EU,Majority,39,75869.71,2.56,0.271,10.17,0,0,27727.43,personal,1,0.7266,0.7131015569905271,1
A00-01566,0,US,Majority,58,83216.74,6.43,0.186,9.19,2,0,28515.62,home_improvement,0,0.6558,0.7318147287818646,1
A00-01567,0,EU,Majority,57,46666.31,7.3,0.298,8.34,1,0,19208.17,home_improvement,0,0.4633,0.5099763866854138,0
A00-01568,0,EU,Majority,39,47087.51,7.67,0.462,5.65,0,0,25665.61,personal,0,0.3658,0.3227607372090501,0
A00-01569,0,US,Majority,34,43813.08,4.11,0.479,5.42,0,0,36987.23,personal,0,0.2905,0.28057008151381024,0
A00-01570,0,US,Majority,55,66446.1,6.23,0.603,6.66,2,0,15748.11,personal,0,0.2813,0.23625611647006522,0
A00-01571,0,EU,Majority,48,62166.98,10.89,0.326,10.34,2,0,41399.86,personal,1,0.4432,0.5434852660509133,0
A00-01572,0,US,Majority,42,41222.26,14.5,0.389,11.15,0,1,17344.06,personal,0,0.2926,0.3041574552395615,0
A00-01573,0,US,Minority,35,64337.81,6.36,0.29,10.29,1,0,29273.43,home_improvement,0,0.6003,0.6588169725558403,1
A00-01574,0,US,Majority,43,66683.24,11.06,0.029,8.49,2,0,37916.64,personal,0,0.5997,0.6881641667449195,1
A00-01575,0,US,Majority,39,90962.56,3.21,0.325,10.03,1,1,40663.57,personal,0,0.395,0.4610488166833336,0
A00-01576,0,EU,Minority,32,99746.6,4.53,0.237,6.43,0,0,35957.6,personal,0,0.774,0.7504729408070856,1
A00-01577,0,EU,Minority,40,70172.56,6.79,0.452,0.5,1,0,22200.06,personal,1,0.3039,0.2281462791740212,0
A00-01578,0,US,Minority,42,48264.02,5.48,0.149,6.24,0,0,18400.13,home_improvement,0,0.5893,0.5961779031577134,1
A00-01579,0,US,Minority,35,73787.76,5.13,0.286,5.6,1,0,18507.28,home_improvement,1,0.5649,0.5431487921249025,0
A00-01580,0,US,Minority,49,61676.76,10.4,0.407,2.94,1,0,44462.09,personal,0,0.2964,0.32512902937321203,0
A00-01581,0,US,Majority,53,63937.62,2.86,0.375,6.23,1,0,26038.83,personal,1,0.4169,0.3985923942160666,0
A00-01582,0,EU,Majority,50,52129.58,3.07,0.324,9.04,2,0,29058.56,home_improvement,0,0.3628,0.45047167745917993,0
A00-01583,0,US,Majority,36,59679.82,2.28,0.554,3.97,1,0,18712.67,auto,0,0.3018,0.2194712117919343,0
A00-01584,0,US,Majority,47,65121.97,6.91,0.518,5.66,1,0,16466.41,auto,0,0.4202,0.3366429319316502,0
A00-01585,0,EU,Minority,40,76777.83,4.77,0.293,13.29,3,0,25041.23,personal,0,0.553,0.6037765944291384,1
A00-01586,0,US,Majority,25,78209.49,9.83,0.523,2.09,1,0,27372.91,auto,1,0.3944,0.3019660372970989,0
A00-01587,0,EU,Majority,46,103185.95,6.56,0.541,7.77,2,0,27963.31,personal,1,0.5359,0.500526289946828,0
A00-01588,0,US,Majority,41,81312.42,4.05,0.315,3.83,1,0,14888.41,personal,1,0.5362,0.4368252480607942,0
A00-01589,0,US,Majority,68,76561.6,3.65,0.335,5.49,0,0,27597.51,auto,1,0.6369,0.6018727579101851,1
A00-01590,0,US,Majority,55,62681.62,0.84,0.324,7.71,1,0,39377.23,personal,1,0.429,0.4799760885163157,0
A00-01591,0,EU,Majority,47,48788.2,5.27,0.253,4.55,0,0,16034.02,auto,1,0.5217,0.44443460230382054,0
A00-01592,0,EU,Minority,42,50672.02,2.59,0.31,9.4,1,0,33974.79,auto,1,0.4714,0.5034730297799377,0
A00-01593,0,US,Majority,41,55203.07,10.54,0.488,13.9,0,0,3000.0,auto,0,0.722,0.6407356024329924,1
A00-01594,0,US,Minority,28,18000.0,4.62,0.427,10.47,0,0,16576.69,auto,0,0.3764,0.3352415162378359,0
A00-01595,0,US,Minority,21,42336.0,1.99,0.308,11.2,1,0,7422.03,personal,1,0.4902,0.42565737434760453,0
A00-01596,0,EU,Majority,29,98941.99,11.75,0.219,2.98,1,1,36872.97,auto,0,0.4188,0.414146301266116,0
A00-01597,0,EU,Majority,38,75503.4,5.32,0.239,7.53,1,0,37327.7,home_improvement,1,0.6015,0.6693496005254134,1
A00-01598,0,EU,Minority,21,54346.05,8.21,0.355,8.97,3,0,14641.31,personal,1,0.314,0.2944739823003932,0
A00-01599,0,EU,Majority,33,76071.12,4.09,0.44,11.98,1,0,28177.69,home_improvement,1,0.6269,0.6633473679863016,1
A00-01600,0,US,Minority,36,24385.31,11.98,0.272,14.11,0,0,35066.75,home_improvement,1,0.5593,0.6870944322662046,1
A00-01601,0,EU,Majority,37,73859.86,3.33,0.438,12.78,0,0,40910.91,auto,1,0.7053,0.7273650846490202,1
A00-01602,0,EU,Majority,32,92772.35,4.77,0.354,12.09,2,0,26380.02,personal,1,0.6749,0.6762406753012186,1
A00-01603,0,US,Minority,35,59198.8,1.53,0.392,17.63,2,0,9938.66,auto,1,0.657,0.6475862258361019,1
A00-01604,0,EU,Majority,58,34832.2,11.81,0.453,8.89,1,0,17786.44,personal,0,0.3273,0.3259550721688947,0
A00-01605,0,US,Majority,46,60635.13,3.76,0.431,7.34,2,0,34028.34,personal,0,0.2928,0.3189009162246303,0
A00-01606,0,EU,Minority,33,85805.98,7.01,0.206,7.81,2,0,44462.19,personal,1,0.5689,0.6346202368713926,1
A00-01607,0,EU,Majority,38,73413.96,7.61,0.2,4.84,0,0,24755.73,auto,1,0.6957,0.6402507000276447,1
A00-01608,0,EU,Majority,39,41552.11,10.73,0.302,8.77,0,0,19761.2,auto,1,0.5739,0.5407214274535811,0
A00-01609,0,US,Majority,31,113484.95,6.7,0.373,1.59,2,0,52109.28,personal,1,0.47,0.4803688106840223,0
A00-01610,0,US,Majority,31,44677.64,5.52,0.494,6.38,0,0,29353.95,personal,1,0.3337,0.299414670257915,0
A00-01611,0,EU,Minority,50,56884.43,10.1,0.383,6.64,1,0,16954.88,personal,0,0.4379,0.39662530258922485,0
A00-01612,0,EU,Minority,34,41789.67,7.53,0.579,10.9,0,0,24611.95,personal,0,0.403,0.3769987840436589,0
A00-01613,0,US,Majority,27,48815.96,5.0,0.245,12.94,1,0,35078.09,personal,0,0.5525,0.6181605723716462,1
A00-01614,0,EU,Minority,39,52909.13,12.12,0.31,3.25,2,1,23225.45,personal,0,0.1086,0.11355263479232405,0
A00-01615,0,US,Majority,40,80586.85,7.88,0.293,16.8,1,0,32360.33,personal,1,0.8055,0.8448502579031664,1
A00-01616,0,EU,Majority,21,93020.1,2.43,0.232,9.09,1,0,14577.65,personal,1,0.7613,0.6926618320942836,1
A00-01617,0,EU,Majority,39,61162.8,13.36,0.469,9.46,3,1,10910.73,auto,0,0.1632,0.15963569930621171,0
A00-01618,0,US,Minority,49,42307.27,4.02,0.043,0.63,2,0,20613.4,auto,0,0.2981,0.2814611337933929,0
A00-01619,0,US,Majority,44,77594.15,10.7,0.27,6.02,1,0,22459.66,auto,0,0.6479,0.6046098250123367,1
A00-01620,0,EU,Majority,64,78151.31,2.02,0.468,12.7,2,0,26530.22,personal,1,0.5253,0.5614918919228311,1
A00-01621,0,EU,Majority,53,73067.15,10.07,0.293,9.18,1,0,33265.95,personal,0,0.6132,0.649802269406129,1
A00-01622,0,EU,Minority,55,66739.06,2.54,0.504,7.53,2,1,45254.96,personal,0,0.103,0.14825641214400068,0
A00-01623,0,US,Majority,70,66361.24,6.59,0.594,9.41,2,0,20451.34,personal,0,0.3372,0.3338277819746809,0
A00-01624,0,EU,Majority,47,70364.87,7.75,0.34,2.73,1,0,22083.01,personal,1,0.4216,0.3622548061857167,0
A00-01625,0,US,Minority,41,58048.63,5.07,0.515,6.71,5,0,17922.7,auto,0,0.1234,0.12273437043216937,0
A00-01626,0,US,Majority,50,88834.63,5.93,0.62,14.13,1,1,38704.11,personal,1,0.3454,0.41427343277683276,0
A00-01627,0,US,Majority,33,110840.73,2.94,0.378,12.85,1,0,36943.33,personal,1,0.8103,0.8172118424734266,1
A00-01628,0,EU,Majority,40,71913.41,9.47,0.324,8.0,3,0,23325.91,personal,0,0.3948,0.4078738408932156,0
A00-01629,0,EU,Majority,32,68375.13,6.8,0.438,14.75,2,0,42036.59,personal,0,0.5136,0.6088121477916905,1
A00-01630,0,EU,Majority,43,73361.37,3.32,0.472,3.46,0,1,21026.95,auto,0,0.2449,0.18858747138105178,0
A00-01631,0,EU,Minority,32,48999.49,6.96,0.37,3.21,0,0,33818.31,personal,1,0.3419,0.3137736187802481,0
A00-01632,0,US,Majority,31,83034.59,7.09,0.272,15.95,1,0,35788.78,personal,1,0.8006,0.8394338559036216,1
A00-01633,0,US,Minority,44,69882.35,6.1,0.581,9.41,1,0,16504.87,auto,0,0.5095,0.4327562922314885,0
A00-01634,0,US,Minority,37,53511.07,0.85,0.343,5.94,0,0,30865.63,personal,0,0.431,0.4047418775637783,0
A00-01635,0,US,Majority,21,85639.27,4.62,0.473,8.28,2,0,7778.78,personal,0,0.5195,0.4031451063934914,0
A00-01636,0,US,Majority,23,68860.81,9.39,0.362,5.27,0,0,35569.41,auto,1,0.5762,0.5330593445442661,0
A00-01637,0,EU,Minority,26,43068.92,8.0,0.594,8.21,0,0,16096.1,personal,0,0.3606,0.28169125793757127,0
A00-01638,0,EU,Majority,29,75180.48,7.86,0.228,9.29,3,0,28147.22,home_improvement,1,0.5011,0.5827228254825676,1
A00-01639,0,EU,Minority,44,66002.86,6.77,0.273,7.18,2,0,34380.28,auto,1,0.4584,0.4925164089017313,0
A00-01640,0,US,Minority,41,79747.94,10.01,0.478,2.46,2,0,36899.69,personal,1,0.2874,0.27689897105149386,0
A00-01641,0,US,Majority,51,84299.39,4.0,0.194,9.56,2,1,37606.1,personal,0,0.335,0.433078621842847,0
A00-01642,0,US,Majority,47,66424.7,3.46,0.344,6.38,1,0,27312.76,personal,1,0.4531,0.4364041750391847,0
A00-01643,0,US,Majority,51,59530.35,15.27,0.516,4.56,1,0,19778.02,auto,0,0.3902,0.32929492500565116,0
A00-01644,0,US,Majority,46,68533.13,3.73,0.116,13.57,2,0,27952.54,personal,1,0.6798,0.7434986288770341,1
A00-01645,0,US,Majority,41,75402.87,2.37,0.378,17.18,1,0,19540.74,auto,1,0.7934,0.7937659531351164,1
A00-01646,0,US,Majority,51,77691.33,5.01,0.475,16.27,0,0,21972.92,personal,1,0.7887,0.7856671375372152,1
A00-01647,0,EU,Minority,49,67226.83,6.24,0.372,9.7,1,0,25126.22,auto,1,0.5934,0.5828500953800922,1
A00-01648,0,US,Minority,43,59775.52,10.05,0.264,6.04,3,0,19444.94,home_improvement,0,0.3367,0.3829128516925072,0
A00-01649,0,US,Minority,53,80439.52,4.63,0.343,6.82,1,1,12945.12,personal,0,0.3218,0.28573279637171556,0
A00-01650,0,US,Majority,21,55688.26,4.6,0.229,10.12,0,0,17098.7,personal,1,0.6679,0.6187085400210054,1
A00-01651,0,US,Majority,36,115608.67,5.89,0.338,6.82,0,0,3000.0,auto,1,0.8834,0.7801041774752097,1
A00-01652,0,US,Majority,36,82998.34,4.13,0.297,13.78,1,0,20492.25,auto,1,0.8012,0.7873835797288259,1
A00-01653,0,US,Majority,52,47077.78,2.04,0.268,0.5,0,0,27046.1,personal,0,0.3134,0.2718485656625153,0
A00-01654,0,EU,Minority,56,65019.36,2.51,0.431,5.92,2,0,6148.28,auto,0,0.3881,0.3021010231840564,0
A00-01655,0,US,Majority,23,83180.99,11.6,0.519,11.7,1,0,26770.71,auto,1,0.6814,0.6455348958513162,1
A00-01656,0,EU,Majority,55,61861.99,8.84,0.369,5.12,1,0,26131.63,home_improvement,1,0.4266,0.45666168648125577,0
A00-01657,0,US,Minority,26,33092.26,5.77,0.536,6.14,0,0,15610.82,auto,1,0.3148,0.2316457210614054,0
A00-01658,0,US,Majority,26,48757.79,7.99,0.519,10.87,0,0,23299.79,auto,1,0.531,0.4808188956725419,0
A00-01659,0,US,Majority,36,78799.77,9.0,0.26,14.57,2,0,32014.08,personal,1,0.7032,0.759576219628841,1
A00-01660,0,US,Majority,35,35162.29,3.86,0.363,3.32,2,0,14752.45,personal,1,0.1682,0.13869987885023666,0
A00-01661,0,US,Majority,22,40962.45,2.92,0.279,3.03,2,0,27721.46,auto,0,0.219,0.2008647796344758,0
A00-01662,0,EU,Minority,46,71699.86,10.93,0.197,3.32,3,0,29727.71,auto,0,0.3776,0.39383874927594814,0
A00-01663,0,US,Majority,46,64271.56,1.05,0.373,2.35,3,0,16420.67,home_improvement,1,0.2075,0.20093829862090593,0
A00-01664,0,EU,Minority,51,48280.17,8.06,0.249,1.23,1,0,31699.74,personal,0,0.2805,0.2790392891492067,0
A00-01665,0,US,Minority,34,52100.09,6.54,0.433,3.21,1,0,30656.77,personal,0,0.2555,0.23097985951182218,0
A00-01666,0,US,Minority,39,33554.54,10.32,0.188,12.03,2,0,23895.29,personal,1,0.4245,0.49667444198061594,0
